"simulationTime[s]","districtName","districtSafetyLevel","patrolID","previousPatrolState","currentPatrolState","isNight"
24481,W³ochy,NotSafe,3a5768eb-38f7-46df-adc7-fea15dc78df5,PATROLLING,TRANSFER_TO_INTERVENTION,0
24482,W³ochy,NotSafe,3a5768eb-38f7-46df-adc7-fea15dc78df5,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24485,Wola,Safe,9b138054-2690-45e5-9e4d-9de40c1da49c,PATROLLING,CALCULATING_PATH,0
24512,Œródmieœcie,Safe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,PATROLLING,TRANSFER_TO_INTERVENTION,0
24512,Œródmieœcie,Safe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24513,Ursynów,Safe,0d2ceb05-c06d-406f-ac17-847dc0250467,INTERVENTION,PATROLLING,0
24543,Wola,Safe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,PATROLLING,TRANSFER_TO_INTERVENTION,0
24543,Wola,Safe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24544,W³ochy,NotSafe,3a5768eb-38f7-46df-adc7-fea15dc78df5,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24547,Œródmieœcie,Safe,852ac25d-1e54-401a-8fcc-ebcd9851f253,PATROLLING,CALCULATING_PATH,0
24548,Wola,Safe,9b138054-2690-45e5-9e4d-9de40c1da49c,CALCULATING_PATH,PATROLLING,0
24575,Œródmieœcie,Safe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24575,Ursynów,Safe,0d2ceb05-c06d-406f-ac17-847dc0250467,CALCULATING_PATH,PATROLLING,0
24578,Mokotów,NotSafe,f3e69137-0b11-413f-a058-e9aced70ee84,PATROLLING,CALCULATING_PATH,0
24579,Rembertów,RatherSafe,793eb9de-e325-467a-ae93-f0dbac1a0b8c,TRANSFER_TO_INTERVENTION,INTERVENTION,0
24605,Wola,Safe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24605,Œródmieœcie,Safe,852ac25d-1e54-401a-8fcc-ebcd9851f253,CALCULATING_PATH,PATROLLING,0
24630,Praga-Pó³noc,Safe,55077f51-ca63-47c8-9cbf-2d31315e277c,PATROLLING,TRANSFER_TO_INTERVENTION,0
